"Method","Time (ms)","Own Time (ms)"
"mb.nabl2.terms.unification.u.BaseUnifier.getVars(ITerm) BaseUnifier.java","1529","39"
"mb.nabl2.terms.unification.ud.BaseUniDisunifier.getVars(ITerm) BaseUniDisunifier.java","1500","13"
"mb.nabl2.terms.unification.u.BaseUnifier.isCyclic(Set, Set, Map) BaseUnifier.java","1499","41"
"mb.statix.concurrent.StatixSolver$$Lambda$1158.apply(Object, Object)","1482","0"
"mb.statix.concurrent.StatixSolver.future(IConstraint, IFuture, StatixSolver$K) StatixSolver.java","1469","0"
"mb.nabl2.terms.unification.u.PersistentUnifier$Transient.putRep(ITermVar, ITermVar) PersistentUnifier.java","1451","0"
"io.usethesource.capsule.core.PersistentTrieSet$BitmapIndexedSetNode.getNode(int) PersistentTrieSet.java","1433","1429"
"org.metaborg.util.future.CompletableFuture.compose(CheckedFunction2) CompletableFuture.java","1433","15"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify.diffUnifier(Collection) PersistentUnifier.java","1420","37"
"mb.p_raffrayi.impl.TypeCheckerUnit.getExternalDatum(Object) TypeCheckerUnit.java","1417","0"
"mb.p_raffrayi.impl.TypeCheckerUnit.lambda$0(Object, Unit, Throwable) TypeCheckerUnit.java","1417","4"
"mb.p_raffrayi.impl.TypeCheckerUnit$$Lambda$1151.apply(Object, Object)","1416","0"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable.removeAll(Iterable) PersistentUnifier.java","1406","0"
"mb.statix.concurrent.AbstractTypeChecker.getExternalDatum(Object) AbstractTypeChecker.java","1401","8"
"io.usethesource.capsule.core.PersistentTrieMap$CompactMapNode.updated(AtomicReference, Object, Object, int, int, MapNodeResult, EqualityComparator) PersistentTrieMap.java","1396","25"
"mb.statix.concurrent.AbstractTypeChecker.getExternalDatum(ITerm) AbstractTypeChecker.java","1393","0"
"io.usethesource.capsule.core.PersistentTrieMap$CompactMapNode.updated(AtomicReference, Object, Object, int, int, MapNodeResult, EqualityComparator) PersistentTrieMap.java","1391","447"
"org.metaborg.util.log.AbstractLogger.trace(String, Object[]) AbstractLogger.java","1387","206"
"java.lang.invoke.LambdaForm$MH.13648335.linkToTargetMethod(Object, Object) LambdaForm$MH","1363","399"
"mb.p_raffrayi.nameresolution.NameResolutionQuery$1.getEdges(Object, Object) NameResolutionQuery.java","1359","19"
"org.metaborg.util.collection.MultiSet$Transient.add(Object, int) MultiSet.java","1357","18"
"mb.nabl2.terms.Terms$1.caseVar(ITermVar) Terms.java","1346","0"
"mb.nabl2.terms.unification.u.IUnifier$Immutable.unify(IUnifier) IUnifier.java","1328","0"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable.unify(IUnifier, Predicate1) PersistentUnifier.java","1328","0"
"mb.statix.concurrent.StatixSolver.getExternalRepresentation(ITerm) StatixSolver.java","1327","16"
"mb.p_raffrayi.impl.AbstractUnit$1.getEdges(Object, Object) AbstractUnit.java","1318","5"
"mb.nabl2.terms.build.AAppl1Term.hashCode() AAppl1Term.java","1286","379"
"mb.nabl2.terms.unification.u.BaseUnifier.isCyclic(ITermVar, Set, Map) BaseUnifier.java","1273","31"
"com.google.common.collect.ImmutableSet.builder() ImmutableSet.java","1251","1236"
"mb.statix.concurrent.StatixSolver.removeCompleteness(IConstraint) StatixSolver.java","1242","60"
"mb.scopegraph.ecoop21.NameResolution$$Lambda$977.apply(Object)","1216","58"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap.<init>(PersistentTrieMap) PersistentTrieMap.java","1207","700"
"mb.nabl2.terms.substitution.FreshVars.fresh(Set) FreshVars.java","1203","76"
"mb.nabl2.terms.build.AAppl1Term.getArgs() AAppl1Term.java","1199","278"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractTransientTrieSet.contains(Object) PersistentTrieSet.java","1199","26"
"mb.nabl2.terms.unification.u.BaseUnifier.getVars(Set, LinkedList, Set, Set$Transient) BaseUnifier.java","1176","12"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap$$Lambda$354.equals(Object, Object)","1170","433"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractTransientTrieSet.containsEquivalent(Object, EqualityComparator) PersistentTrieSet.java","1168","81"
"mb.nabl2.terms.unification.u.BaseUnifier.getVars(ITermVar, LinkedList, Set, Set$Transient) BaseUnifier.java","1163","86"
"mb.scopegraph.ecoop21.NameResolution.lambda$7(Tuple2, ICancel, Tuple2) NameResolution.java","1158","9"
"mb.nabl2.terms.unification.u.PersistentUnifier.findRep(ITermVar, Map$Transient, MultiSet$Transient) PersistentUnifier.java","1155","58"
"mb.statix.constraints.CExists.apply(ISubstitution$Immutable) CExists.java","1154","6"
"mb.statix.constraints.CExists.apply(ISubstitution$Immutable) CExists.java","1154","0"
"mb.nabl2.terms.build.AAppl2Term.matchOrThrow(ITerm$CheckedCases) AAppl2Term.java","1153","26"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractSetIterator.searchNextValueNode() PersistentTrieSet.java","1152","716"
"org.metaborg.util.log.MetaborgLogger.traceEnabled() MetaborgLogger.java","1148","586"
"mb.nabl2.terms.unification.u.PersistentUnifier$Transient.<init>(PersistentUnifier$Immutable) PersistentUnifier.java","1141","306"
"mb.statix.solver.completeness.Completeness$Immutable.apply(ISubstitution$Immutable) Completeness.java","1133","10"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$34.match(ITerm, IUnifier)","1117","4"
"mb.nabl2.terms.matching.TermMatch$M.lambda$176(TermMatch$IMatcher, ITerm, IUnifier) TermMatch.java","1113","3"
"mb.nabl2.terms.matching.PatternVar.matchTerm(ITerm, ISubstitution$Transient, IUnifier$Immutable, Pattern$Eqs) PatternVar.java","1108","55"
"java.lang.Integer.valueOf(int) Integer.java","1097","963"
"mb.statix.spec.RuleUtil.closeInUnifier(Rule, IUnifier$Immutable, ApplyMode$Safety) RuleUtil.java","1093","32"
"mb.statix.concurrent.util.VarIndexedCollection.update(Iterable, IUnifier) VarIndexedCollection.java","1075","38"
"mb.nabl2.terms.Terms$CaseBuilder$1.caseVar(ITermVar) Terms.java","1072","37"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$29.match(ITerm, IUnifier)","1056","64"
"mb.scopegraph.ecoop21.NameResolution.shadows(Env, Env, ICancel) NameResolution.java","1054","99"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractTransientTrieSet.__insertAllEquivalent(Set, EqualityComparator) PersistentTrieSet.java","1020","236"
"io.usethesource.capsule.core.PersistentTrieSet.contains(Object) PersistentTrieSet.java","1018","18"
"mb.statix.concurrent.util.VarIndexedCollection.update(ITermVar, IUnifier, Set$Transient) VarIndexedCollection.java","1013","14"
"mb.nabl2.terms.Terms$1.caseList(IListTerm) Terms.java","1012","0"
"mb.nabl2.terms.unification.u.BaseUnifier$$Lambda$45.apply(Object)","994","9"
"org.metaborg.util.future.AggregateFuture.thenApply(CheckedFunction1) AggregateFuture.java","991","2"
"mb.nabl2.terms.matching.TermMatch$M.lambda$38(Function3, String, TermMatch$IMatcher, TermMatch$IMatcher, ITerm, IUnifier) TermMatch.java","991","37"
"io.usethesource.capsule.core.PersistentTrieSet.containsEquivalent(Object, EqualityComparator) PersistentTrieSet.java","986","97"
"mb.statix.solver.completeness.Completeness$Transient.apply(ISubstitution$Immutable) Completeness.java","986","116"
"mb.nabl2.terms.unification.u.BaseUnifier.lambda$0(ITermVar) BaseUnifier.java","984","0"
"mb.p_raffrayi.impl.AbstractUnit$1.dataEquivAlwaysTrue(ICancel) AbstractUnit.java","983","31"
"mb.p_raffrayi.nameresolution.NameResolutionQuery$1.dataLeqAlwaysTrue(ICancel) NameResolutionQuery.java","983","0"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$1042.apply(Object)","976","29"
"io.usethesource.capsule.Set$Immutable.of() Set.java","975","64"
"mb.p_raffrayi.impl.ScopeGraphLibraryUnit._start(List) ScopeGraphLibraryUnit.java","969","0"
"mb.p_raffrayi.impl.ScopeGraphLibraryUnit.buildScopeGraph(List) ScopeGraphLibraryUnit.java","969","0"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractTransientTrieSet.<init>(PersistentTrieSet) PersistentTrieSet.java","966","731"
"mb.nabl2.terms.build.AConsTerm.match(ITerm$Cases) AConsTerm.java","965","17"
"mb.statix.constraints.CUser.unsafeApply(ISubstitution$Immutable) CUser.java","965","59"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable.retainAll(Iterable) PersistentUnifier.java","963","14"
"mb.statix.spec.RuleUtil.hoist(Rule) RuleUtil.java","956","0"
"mb.p_raffrayi.impl.AbstractUnit$1.lambda$12(AbstractUnit$RecordingTypeCheckerContext, Boolean) AbstractUnit.java","946","0"
"mb.statix.concurrent.StatixSolver$ConstraintDataEquiv.alwaysTrue(ITypeCheckerContext, ICancel) StatixSolver.java","942","0"
"mb.statix.spec.ARule.isAlways() ARule.java","942","272"
"mb.statix.spec.Rule.isAlways() Rule.java","942","0"
"mb.statix.concurrent.StatixLibrary.initialize(List, Function1) StatixLibrary.java","940","145"
"mb.p_raffrayi.actors.impl.Actor$$Lambda$462.dispatch()","932","15"
"mb.statix.spec.PreSolvedConstraint.of(IConstraint) PreSolvedConstraint.java","929","114"
"mb.nabl2.terms.Terms$CheckedCaseBuilder$1.caseList(IListTerm) Terms.java","925","7"
"mb.p_raffrayi.actors.impl.Actor.lambda$6(IActorInternal, Method, Object[]) Actor.java","917","0"
"io.usethesource.capsule.factory.DefaultSetFactory.of() DefaultSetFactory.java","911","13"
"mb.nabl2.terms.substitution.PersistentSubstitution$Transient.put(ITermVar, ITerm) PersistentSubstitution.java","909","81"
"mb.statix.constraints.CUser.unsafeApply(ISubstitution$Immutable) CUser.java","897","8"
"com.google.common.collect.ImmutableList.equals(Object) ImmutableList.java","894","884"
"mb.p_raffrayi.impl.AbstractUnit.isEdgeClosed(Object, EdgeOrData) AbstractUnit.java","889","32"
"mb.nabl2.terms.build.ATermVar.hashCode() ATermVar.java","888","610"
"mb.statix.solver.completeness.Completeness.getVarsOrScopes(Iterable, IUnifier) Completeness.java","883","0"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap.__remove(Object) PersistentTrieMap.java","882","7"
"mb.statix.solver.completeness.Completeness.getVarOrScope(ITerm, IUnifier) Completeness.java","881","0"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap.__removeEquivalent(Object, EqualityComparator) PersistentTrieMap.java","872","87"
"io.usethesource.capsule.core.PersistentTrieSet$BitmapIndexedSetNode.getKey(int) PersistentTrieSet.java","867","867"
"mb.statix.concurrent.StatixSolver$$Lambda$1153.apply()","866","20"
"mb.statix.constraints.CCompiledQuery.apply(ISubstitution$Immutable) CCompiledQuery.java","865","1"
"mb.statix.constraints.CCompiledQuery.apply(ISubstitution$Immutable) CCompiledQuery.java","863","1"
"io.usethesource.capsule.core.PersistentTrieSet.__insertAll(Set) PersistentTrieSet.java","862","4"
"java.lang.invoke.LambdaForm$MH.245257410.linkToTargetMethod(Object, Object, Object) LambdaForm$MH","859","213"
"mb.nabl2.terms.build.AbstractApplTerm.getVars() AbstractApplTerm.java","856","99"
"mb.statix.concurrent.StatixSolver.getOpenEdges(ITerm) StatixSolver.java","849","33"
"mb.nabl2.terms.unification.ud.BaseUniDisunifier.findRecursive(ITerm) BaseUniDisunifier.java","847","33"
"mb.statix.concurrent.StatixSolver.lambda$27(CompletableFuture, ITerm) StatixSolver.java","845","0"
"io.usethesource.capsule.factory.DefaultSetFactory.unchecked(Callable) DefaultSetFactory.java","841","0"
"mb.nabl2.terms.build.AConsTerm.match(IListTerm$Cases) AConsTerm.java","841","3"
"mb.statix.constraints.Constraints.disjoin(IConstraint) Constraints.java","840","21"
"mb.nabl2.terms.build.TermBuild$B.newAppl(String, Iterable, IAttachments) TermBuild.java","827","189"
"io.usethesource.capsule.core.PersistentTrieSet.__insertAllEquivalent(Set, EqualityComparator) PersistentTrieSet.java","825","0"
"com.google.common.collect.ImmutableList.iterator() ImmutableList.java","816","788"
"mb.statix.solver.persistent.AState.freshVar(ITermVar) AState.java","816","5"
"mb.nabl2.terms.unification.u.BaseUnifier.findRecursive(ITerm) BaseUnifier.java","813","0"
"mb.statix.solver.persistent.AState.freshVar(String, IAttachments) AState.java","810","70"
"mb.scopegraph.oopsla20.reference.EdgeOrData$Edge.hashCode() EdgeOrData.java","799","379"
"mb.statix.concurrent.StatixSolver$1.caseTellEdge(CTellEdge) StatixSolver.java","799","0"
"mb.statix.concurrent.StatixSolver$1.caseTellEdge(CTellEdge) StatixSolver.java","799","0"
"mb.statix.constraints.CTellEdge.matchOrThrow(IConstraint$CheckedCases) CTellEdge.java","799","0"
"org.metaborg.util.future.CompletedFuture.thenApply(CheckedFunction1) CompletedFuture.java","796","3"
"mb.scopegraph.oopsla20.reference.Env.builder() Env.java","789","178"
"org.metaborg.util.collection.CapsuleUtil.immutableSet(Object) CapsuleUtil.java","787","24"
"mb.nabl2.terms.unification.u.BaseUnifier.findTermRecursive(ITerm, Set, Map) BaseUnifier.java","787","0"
"mb.p_raffrayi.impl.AbstractUnit$1.lambda$1(ScopePath, IQuery, DataWf, ILogger, Object, IActorRef, DataLeq, IActorRef, boolean, IActorRef) AbstractUnit.java","785","0"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$903.apply(Object)","785","0"
"mb.nabl2.terms.build.AAppl1Term.matchOrThrow(ITerm$CheckedCases) AAppl1Term.java","780","5"
"mb.nabl2.terms.matching.TermMatch$M.lambda$170(TermMatch$IMatcher[], ITerm, IUnifier) TermMatch.java","775","25"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$24.match(ITerm, IUnifier)","775","0"
"java.util.Optional.orElseGet(Supplier) Optional.java","773","25"
"mb.p_raffrayi.impl.AbstractUnit.assertOwnOrSharedScope(Object) AbstractUnit.java","771","49"
"mb.nabl2.terms.unification.u.PersistentUnifier$Transient.freeze() PersistentUnifier.java","765","474"
"io.usethesource.capsule.core.PersistentTrieSet$CompactSetNode.nodeIndex(int) PersistentTrieSet.java","754","738"
"mb.statix.solver.completeness.ICompleteness$Transient.updateAll(Iterable, IUnifier) ICompleteness.java","752","23"
"org.metaborg.util.future.CompletedFuture.handle(CheckedFunction2) CompletedFuture.java","749","0"
"mb.nabl2.terms.substitution.ISubstitution.apply(List) ISubstitution.java","740","8"
"mb.nabl2.terms.unification.u.BaseUnifier$$Lambda$1003.apply(Object)","731","21"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap.containsKeyEquivalent(Object, EqualityComparator) PersistentTrieMap.java","726","221"
"mb.nabl2.terms.matching.ApplPattern.getVars() ApplPattern.java","722","112"
"org.metaborg.util.collection.MultiSet$Immutable.melt() MultiSet.java","712","184"
"mb.statix.spec.ARule.apply(ISubstitution$Immutable) ARule.java","712","2"
"mb.nabl2.terms.substitution.PersistentSubstitution$$Lambda$526.apply(Object)","710","168"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap.containsKey(Object) PersistentTrieMap.java","710","37"
"mb.nabl2.terms.unification.u.BaseUnifier.lambda$2(Set, Map, IApplTerm) BaseUnifier.java","710","58"
"mb.statix.spec.ARule.paramVars() ARule.java","703","92"
"mb.statix.spec.Rule.paramVars() Rule.java","703","0"
"mb.p_raffrayi.impl.AbstractUnit$RecordingTypeCheckerContext.query(Object, LabelWf, LabelOrder, DataWf, DataLeq, DataWf, DataLeq) AbstractUnit.java","702","5"
"io.usethesource.capsule.factory.DefaultSetFactory$$Lambda$7.call()","697","6"
"mb.p_raffrayi.impl.AbstractUnit$RecordingTypeCheckerContext.query(Object, IQuery, DataWf, DataLeq, DataWf, DataLeq) AbstractUnit.java","696","0"
"mb.p_raffrayi.nameresolution.tracing.ExtQuerySet.builder() ExtQuerySet.java","692","0"
"mb.p_raffrayi.nameresolution.tracing.ExtQuerySet$Builder.<init>() ExtQuerySet.java","692","6"
"mb.p_raffrayi.nameresolution.tracing.ExtQuerySet$Builder.<init>(ExtQuerySet$Builder) ExtQuerySet.java","692","0"
"io.usethesource.capsule.factory.DefaultSetFactory.lambda$of$0() DefaultSetFactory.java","691","189"
"java.lang.String.replaceAll(String, String) String.java","688","688"
"io.usethesource.capsule.core.PersistentTrieSet$SetKeyIterator.next() PersistentTrieSet.java","688","345"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractTransientTrieSet$$Lambda$205.equals(Object, Object)","686","659"
"mb.nabl2.terms.build.ATermVar.getVars() ATermVar.java","686","16"
"mb.scopegraph.ecoop21.NameResolution$$Lambda$938.apply(Object)","686","55"
"org.metaborg.util.tuple.Tuple2.equals(Object) Tuple2.java","684","489"
"io.usethesource.capsule.core.PersistentTrieMap$CompactMapNode.removed(AtomicReference, Object, int, int, MapNodeResult, EqualityComparator) PersistentTrieMap.java","684","10"
"mb.statix.concurrent.StatixSolver.delay(IConstraint, Delay) StatixSolver.java","683","8"
"io.usethesource.capsule.core.PersistentTrieMap$CompactMapNode.removed(AtomicReference, Object, int, int, MapNodeResult, EqualityComparator) PersistentTrieMap.java","673","133"
"mb.nabl2.terms.matching.ApplPattern.getVars() ApplPattern.java","667","3"
"mb.p_raffrayi.impl.AbstractUnit.isScopeInitialized(Object) AbstractUnit.java","662","22"
"java.util.HashMap.get(Object) HashMap.java","662","500"
"mb.nabl2.terms.substitution.PersistentSubstitution$$Lambda$513.apply(Object)","656","47"
"java.lang.Object.<init>() Object.java","648","621"
"mb.p_raffrayi.actors.impl.Actor.put(Actor$Message) Actor.java","644","119"
"io.usethesource.capsule.core.PersistentTrieMap$BitmapIndexedMapNode.copyAndSetValue(AtomicReference, int, Object) PersistentTrieMap.java","638","393"
"mb.scopegraph.ecoop21.NameResolution.lambda$1(List) NameResolution.java","631","18"
"org.metaborg.util.collection.MultiSet$Transient.addAll(Iterable) MultiSet.java","622","23"
"mb.nabl2.terms.build.AbstractApplTerm.visitVars(Action1) AbstractApplTerm.java","622","125"
"mb.statix.spec.PreSolvedConstraint.preSolve(IConstraint, Function1, IUniDisunifier$Transient, Predicate1, Set, Collection, ICompleteness$Transient, Map, Collection, Map, IConstraint, boolean) PreSolvedConstraint.java","617","30"
"mb.scopegraph.oopsla20.reference.Env$Builder.<init>(Env$Builder) Env.java","610","0"
"mb.scopegraph.oopsla20.reference.Env$Builder.<init>() Env.java","610","7"
"mb.nabl2.terms.substitution.PersistentSubstitution.lambda$0(IApplTerm) PersistentSubstitution.java","609","46"
"mb.nabl2.terms.unification.u.BaseUnifier.findRecursiveTerms(Iterable, Set, Map) BaseUnifier.java","608","22"
"mb.nabl2.terms.build.AConsTerm.matchOrThrow(ITerm$CheckedCases) AConsTerm.java","603","29"
"mb.statix.constraints.CCompiledQuery.hashCode() CCompiledQuery.java","602","0"
"mb.statix.solver.completeness.Completeness$Transient.removeAll(ICompleteness$Immutable, IUnifier) Completeness.java","599","0"
"mb.nabl2.terms.build.ATermVar.equals(Object) ATermVar.java","598","521"
"mb.scopegraph.oopsla20.reference.Env$Builder.addAll(Iterable) Env.java","597","23"
"com.google.common.collect.ImmutableList.copyOf(Iterable) ImmutableList.java","594","594"
"mb.statix.concurrent.StatixSolver.finishSolve() StatixSolver.java","592","9"
"mb.scopegraph.oopsla20.terms.newPath.ScopePath.step(Object, Object) ScopePath.java","589","42"
